10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000942,9,2,2,3,10.2,2,2,1,1,3,0,1,NOR,,2.23,6.14,0.54,2.71
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000943,9,2,2,3,10.4,2,2,1,1,3,0,1,NOR,,6.85,5.42,0.55,0.95
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000844,9,2,2,1,10.4,1,2,1,1,4,0,1,NOR,,1.81,5.92,0.54,2.09
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000939,9,1,2,1,10.7,2,2,1,1,3,0,1,NOR,,2.15,6.18,0.55,2
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000371,9,1,2,4,8,3,1,1,2,0.75,1,1,NOR,,16.94,6.63,0.67,0.63
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000938,9,7,2,4,13.2,2,2,1,1,3,0,1,NOR,,2.46,5.14,0.55,1.83
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
10,10_000940,9,2,2,4,8.8,2,2,1,1,3,0,1,NOR,,11.61,7.79,0.55,2.59
