10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000942,BEA,2,SH,CM,10.2,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000943,BEA,2,SH,CM,10.4,2,2,1,1,3,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000844,BEA,2,SH,IM,10.4,1,2,1,1,4,0,1,NOR,,,,
10,10_000939,BEA,1,SH,IM,10.7,2,2,1,1,3,0,1,NOR,,,,
10,10_000939,BEA,1,SH,IM,10.7,2,2,1,1,3,0,1,NOR,,,,
